"";"Price";"Year";"Make";"Model";"Mileage";"Engine";"AutoTraderPage"
"536";159900;2004;"BMW";"5";79000;3;49
"537";309900;2014;"BMW";"1";19658;1,6;49
"538";349950;2014;"BMW";"X1";29950;2;49
"539";469900;2014;"BMW";"X3";33950;2;49
"540";369900;2010;"BMW";"X5";88000;3;50
"541";849000;2014;"BMW";"X5";24000;3;50
"542";229900;2010;"BMW";"3";143446;3,5;50
"543";249950;2010;"BMW";"X1";84000;2;50
"544";339900;2008;"BMW";"X6";68000;3,5;50
"545";469900;2014;"BMW";"X3";21407;2;50
"546";319900;2014;"BMW";"1";7386;1,8;50
"547";419000;2015;"BMW";"1";2200;1,6;50
"548";999999;2014;"BMW";"X5";23400;3;50
"549";330000;2013;"BMW";"1";37000;NA;50
"550";299900;2011;"BMW";"X3";115620;3;50
"551";369900;2010;"BMW";"X5";88000;3;51
"552";299900;2012;"BMW";"3";33300;2;51
"553";319900;2012;"BMW";"3";80000;2;51
