"";"Price";"Year";"Make";"Model";"Mileage";"Engine";"AutoTraderPage"
"163";155900;2015;"RENAULT";"CLIO";15900;1,2;15
"164";99900;2011;"RENAULT";"CLIO";103650;1,6;15
"165";79995;2009;"RENAULT";"MEGANE";117000;1,6;15
"166";149900;2012;"RENAULT";"KOLEOS";100622;NA;16
"167";99900;2010;"RENAULT";"MEGANE";17000;NA;16
"168";19995;2000;"RENAULT";"CLIO";213000;1,3;16
"169";9995;1984;"RENAULT";"5";232357;1;16
"170";124990;2012;"RENAULT";"KANGOO";121000;1,6;16
"171";249990;2011;"RENAULT";"LAGUNA";66000;3,5;16
"172";79995;2005;"RENAULT";"MEGANE";165170;1,9;16
"173";89950;2012;"RENAULT";"SANDERO";89100;NA;16
"174";194900;2015;"RENAULT";"CLIO";10000;0,9;16
"175";214900;2014;"RENAULT";"DUSTER";16500;1,5;16
"176";69900;2010;"RENAULT";"SANDERO";77000;1,6;16
"177";149900;2012;"RENAULT";"KOLEOS";100622;NA;17
"178";189900;2014;"RENAULT";"CLIO";37000;NA;17
"179";109900;2013;"RENAULT";"CLIO";37000;1,6;17
"180";239995;2015;"RENAULT";"DUSTER";100;1,5;17
"181";69990;2007;"RENAULT";"SCENIC";174000;2;17
"182";49990;2006;"RENAULT";"MEGANE";138000;NA;17
"183";69990;2005;"RENAULT";"SCENIC";68000;2;17
"184";239995;2015;"RENAULT";"DUSTER";100;1,5;17
"185";105900;2012;"RENAULT";"CLIO";52000;NA;17
"186";74995;2010;"RENAULT";"SANDERO";133400;1,6;17
"187";149995;2012;"RENAULT";"TWINGO";67800;1,6;17
"188";149900;2012;"RENAULT";"KOLEOS";100622;NA;18
"189";299900;2012;"RENAULT";"MEGANE";42000;NA;18
"190";74990;2011;"RENAULT";"SANDERO";79000;NA;18
"191";355000;2005;"RENAULT";"CLIO";14500;NA;18
"192";105000;2013;"RENAULT";"CLIO";60000;1,6;18
"193";99990;2012;"RENAULT";"SANDERO";66000;1,6;18
"194";69000;2008;"RENAULT";"CLIO";88000;1,5;18
"195";99950;2007;"RENAULT";"MEGANE";137200;1,6;18
"196";79995;2011;"RENAULT";"SANDERO";67293;1,6;18
"197";189900;2014;"RENAULT";"CLIO";21965;NA;18
"198";27000;2006;"RENAULT";"CLIO";125000;NA;18
"199";149900;2012;"RENAULT";"KOLEOS";100622;NA;19
"200";102000;2014;"RENAULT";"SANDERO";15700;1,6;19
"201";NA;2001;"RENAULT";"MEGANE";143047;1,6;19
"202";78000;2008;"RENAULT";"CLIO";98000;NA;19
"203";89950;2013;"RENAULT";"SANDERO";83000;1,4;19
"204";59999;2011;"RENAULT";"SANDERO";43000;NA;19
"205";35900;2003;"RENAULT";"SCENIC";211000;NA;19
"206";119900;2011;"RENAULT";"MEGANE";148000;1,4;19
"207";169900;2012;"RENAULT";"KOLEOS";51535;2,5;19
"208";125000;2010;"RENAULT";"SCENIC";53000;1,6;19
"209";89900;2011;"RENAULT";"SANDERO";47800;1,6;19
"210";149900;2012;"RENAULT";"KOLEOS";100622;NA;20
"211";79995;2009;"RENAULT";"SANDERO";112000;1,6;20
"212";179995;2010;"RENAULT";"KOLEOS";98000;2,5;20
"213";69995;2009;"RENAULT";"SANDERO";112600;1,6;20
"214";149950;2013;"RENAULT";"SCENIC";37000;1,6;20
"215";179990;2014;"RENAULT";"CLIO";29000;0,9;20
"216";129990;2009;"RENAULT";"KOLEOS";126000;2,5;20
"217";99990;2011;"RENAULT";"SANDERO";55000;1,6;20
"218";189990;2014;"RENAULT";"CLIO";4500;0,9;20
"219";114950;2011;"RENAULT";"MEGANE";83000;1,6;20
"220";174900;2013;"RENAULT";"DUSTER";15351;NA;20
"221";149900;2012;"RENAULT";"KOLEOS";100622;NA;21
"222";189995;2014;"RENAULT";"CLIO";12700;NA;21
"223";189900;2015;"RENAULT";"CLIO";12000;0,9;21
"224";99990;2011;"RENAULT";"SANDERO";63019;NA;21
"225";363758;2012;"RENAULT";"MEGANE";36434;NA;21
"226";64990;2009;"RENAULT";"CLIO";125000;NA;21
"227";129900;2012;"RENAULT";"CLIO";26000;NA;21
"228";239995;2015;"RENAULT";"DUSTER";501;NA;21
"229";124900;2015;"RENAULT";"SANDERO";9800;0,9;21
"230";169950;2013;"RENAULT";"CLIO";26500;0,9;21
"231";59800;2008;"RENAULT";"CLIO";188043;1,2;21
"232";149900;2012;"RENAULT";"KOLEOS";100622;NA;22
"233";239900;2015;"RENAULT";"MEGANE";NA;1,6;22
"234";239900;2015;"RENAULT";"DUSTER";NA;1,5;22
"235";59900;2008;"RENAULT";"CLIO";95000;1,2;22
"236";99900;2010;"RENAULT";"SCENIC";103000;NA;22
"237";99900;2010;"RENAULT";"SCENIC";103000;NA;22
"238";219995;2015;"RENAULT";"CLIO";500;NA;22
"239";239900;2015;"RENAULT";"DUSTER";2432;NA;22
"240";239900;2015;"RENAULT";"DUSTER";2586;NA;22
"241";238995;2015;"RENAULT";"DUSTER";501;NA;22
